age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
63.00,Male,Education,5.16,Facebook,68.00,6.97,7.74,6.64,8.00,5.51,0.29,7.00,FALSE,FALSE,4.00,23.00,17.44,5.12
21.00,Female,IT,4.99,Instagram,65.00,7.13,6.93,5.93,8.00,6.86,0.73,4.00,FALSE,FALSE,2.00,5.00,6.53,6.72
18.00,Female,Finance,2.76,Twitter,69.00,9.03,8.19,7.35,4.00,6.21,1.97,9.00,FALSE,FALSE,3.00,20.00,18.03,7.63
32.00,Male,Education,2.68,Facebook,79.00,5.48,6.03,4.88,2.00,7.28,1.00,6.00,FALSE,FALSE,2.00,19.00,6.40,5.53
48.00,Male,Student,2.76,Instagram,56.00,5.33,8.19,7.56,1.00,10.00,1.47,3.00,FALSE,FALSE,1.00,17.00,4.19,8.23
52.00,Male,Student,4.55,TikTok,69.00,6.20,4.04,3.95,6.00,8.45,1.30,5.00,FALSE,TRUE,1.00,16.00,14.61,0.73
22.00,Male,Student,1.88,Telegram,62.00,10.73,4.42,4.36,9.00,7.44,1.69,0.00,TRUE,FALSE,4.00,20.00,14.96,4.07
22.00,Male,Education,3.15,Facebook,63.00,6.72,8.07,7.51,4.00,6.54,0.00,5.00,TRUE,FALSE,3.00,12.00,17.71,8.65
34.00,Female,Student,3.81,Telegram,67.00,7.97,4.11,3.25,7.00,6.98,1.74,6.00,TRUE,FALSE,5.00,19.00,0.00,1.82
31.00,Male,Student,2.92,Telegram,70.00,8.69,6.48,6.01,3.00,5.94,1.92,9.00,FALSE,FALSE,1.00,1.00,7.85,7.75
51.00,Female,Student,4.35,TikTok,59.00,10.57,7.38,7.04,10.00,6.58,1.31,6.00,TRUE,FALSE,5.00,13.00,0.00,5.91
57.00,Female,IT,1.50,Instagram,67.00,6.50,3.32,2.82,8.00,8.84,,0.00,FALSE,FALSE,5.00,17.00,21.64,2.13
18.00,Female,Unemployed,0.83,Facebook,64.00,6.32,3.25,2.40,4.00,6.62,1.25,5.00,FALSE,FALSE,4.00,14.00,16.97,2.21
46.00,Male,Education,4.19,TikTok,61.00,6.92,2.68,2.04,1.00,6.11,0.42,3.00,FALSE,FALSE,1.00,2.00,13.10,1.23
46.00,Male,Unemployed,1.27,Telegram,76.00,6.81,2.10,1.13,7.00,5.84,3.00,5.00,FALSE,FALSE,2.00,27.00,16.20,1.08
22.00,Female,Unemployed,3.45,TikTok,54.00,7.46,3.32,2.88,1.00,7.17,1.43,2.00,FALSE,FALSE,3.00,17.00,13.98,1.52
49.00,Female,IT,4.58,Instagram,58.00,9.43,7.67,6.46,2.00,7.07,0.00,1.00,FALSE,FALSE,2.00,18.00,9.88,6.92
41.00,Male,Unemployed,2.00,TikTok,61.00,4.25,5.99,5.59,5.00,5.97,0.19,8.00,FALSE,FALSE,2.00,5.00,10.04,3.84
36.00,Female,Student,2.23,Telegram,61.00,9.45,3.49,3.23,9.00,4.16,1.34,8.00,FALSE,FALSE,2.00,0.00,12.92,1.18
18.00,Male,Education,5.84,Facebook,62.00,7.33,3.66,2.94,7.00,4.53,0.28,7.00,TRUE,TRUE,2.00,15.00,2.04,3.03
24.00,Female,Unemployed,2.89,Instagram,64.00,5.13,7.88,7.73,7.00,6.92,1.82,9.00,FALSE,FALSE,3.00,22.00,10.92,9.36
51.00,Male,Unemployed,2.40,TikTok,63.00,9.63,2.42,3.24,1.00,7.85,0.01,7.00,FALSE,FALSE,2.00,2.00,0.00,4.47
60.00,Female,IT,2.35,Twitter,54.00,5.16,8.14,5.57,7.00,6.19,0.64,0.00,FALSE,FALSE,2.00,17.00,19.79,4.90
34.00,Female,Education,2.96,TikTok,59.00,9.00,2.49,2.52,4.00,7.24,1.13,6.00,FALSE,FALSE,2.00,29.00,17.89,2.02
20.00,Male,IT,4.63,Facebook,42.00,9.14,4.52,3.74,10.00,6.85,0.53,7.00,FALSE,TRUE,2.00,25.00,20.29,4.09
39.00,Female,Student,1.97,Twitter,62.00,4.70,6.33,5.81,10.00,4.45,1.23,5.00,FALSE,TRUE,2.00,25.00,14.58,5.69
55.00,Female,Unemployed,1.30,Facebook,53.00,5.72,3.15,2.55,1.00,6.77,0.19,0.00,FALSE,FALSE,2.00,8.00,2.27,3.89
46.00,Female,Health,0.00,Telegram,52.00,5.60,2.33,2.45,2.00,4.73,0.48,5.00,TRUE,FALSE,3.00,26.00,18.41,1.42
22.00,Female,Student,2.86,Telegram,62.00,9.41,2.93,2.30,2.00,7.74,2.91,2.00,FALSE,FALSE,3.00,29.00,1.84,4.24
47.00,Male,Education,5.68,Twitter,59.00,5.04,5.41,5.10,2.00,8.61,2.61,10.00,FALSE,TRUE,0.00,20.00,9.31,5.84
40.00,Male,Student,6.03,TikTok,51.00,7.49,4.93,4.74,1.00,9.40,,0.00,FALSE,FALSE,3.00,0.00,9.00,5.65
38.00,Male,Education,4.34,Facebook,55.00,9.75,7.56,7.09,7.00,6.03,0.80,10.00,FALSE,TRUE,4.00,19.00,23.32,7.11
43.00,Female,IT,2.32,Twitter,64.00,3.99,4.45,4.24,3.00,3.05,0.80,2.00,TRUE,FALSE,2.00,26.00,9.04,4.69
64.00,Male,Finance,3.40,Facebook,64.00,5.54,7.79,7.30,9.00,6.77,0.55,1.00,FALSE,TRUE,2.00,15.00,0.72,
38.00,Male,Health,2.82,TikTok,58.00,8.03,8.05,6.69,4.00,8.04,2.30,8.00,FALSE,TRUE,0.00,5.00,2.70,6.77
40.00,Male,Health,5.99,TikTok,61.00,8.95,8.98,8.68,2.00,6.92,0.56,6.00,FALSE,TRUE,6.00,21.00,11.50,7.37
21.00,Male,IT,4.77,Facebook,54.00,5.08,6.58,4.96,6.00,4.49,1.83,8.00,TRUE,FALSE,1.00,22.00,5.81,
38.00,Female,Finance,5.72,Facebook,59.00,6.90,7.28,7.34,9.00,5.72,0.29,10.00,FALSE,FALSE,1.00,25.00,0.58,8.08
18.00,Male,Finance,3.06,Twitter,55.00,11.27,5.12,3.34,7.00,7.19,,2.00,FALSE,TRUE,0.00,30.00,0.00,3.93
32.00,Female,Student,3.09,Facebook,76.00,10.90,2.62,2.27,1.00,5.13,,2.00,FALSE,FALSE,1.00,23.00,0.00,0.00
34.00,Female,Student,5.77,TikTok,60.00,10.20,5.81,4.79,3.00,8.19,0.00,0.00,TRUE,FALSE,1.00,6.00,8.38,5.16
31.00,Female,Student,2.97,Instagram,57.00,6.64,3.36,3.73,9.00,9.57,0.31,0.00,FALSE,FALSE,3.00,14.00,4.84,2.63
36.00,Male,Finance,2.97,Facebook,73.00,6.16,5.16,4.35,5.00,4.31,0.01,3.00,FALSE,FALSE,1.00,26.00,0.00,5.24
51.00,Female,IT,1.83,Instagram,54.00,4.69,3.10,2.64,7.00,6.26,1.23,8.00,FALSE,FALSE,0.00,22.00,5.97,2.30
23.00,Male,Student,3.45,Twitter,55.00,5.10,2.19,1.31,5.00,3.46,0.85,5.00,FALSE,TRUE,3.00,2.00,7.96,1.27
62.00,Female,Unemployed,3.61,Telegram,68.00,7.72,7.11,6.12,10.00,6.56,1.56,9.00,FALSE,FALSE,2.00,9.00,4.16,5.43
23.00,Male,IT,3.78,Twitter,67.00,7.50,8.14,7.48,5.00,4.91,1.02,10.00,FALSE,FALSE,4.00,25.00,5.33,6.62
22.00,Male,Student,4.39,Facebook,61.00,5.98,6.74,6.72,2.00,5.13,1.02,1.00,FALSE,FALSE,0.00,11.00,0.00,4.62
24.00,Female,IT,2.30,Facebook,64.00,6.93,5.67,4.96,5.00,7.07,1.53,9.00,FALSE,FALSE,2.00,0.00,5.36,5.62
50.00,Male,Unemployed,5.11,Twitter,59.00,5.85,7.22,6.80,1.00,5.60,1.11,10.00,FALSE,FALSE,3.00,13.00,10.31,6.85
18.00,Female,IT,6.61,Twitter,50.00,2.82,2.37,2.62,2.00,4.71,1.17,6.00,FALSE,FALSE,1.00,5.00,24.16,1.00
30.00,Female,IT,0.00,Facebook,57.00,5.93,8.08,8.02,9.00,4.92,0.71,9.00,FALSE,FALSE,2.00,24.00,22.71,
60.00,Female,Education,0.00,Twitter,76.00,7.55,3.30,2.77,6.00,6.77,0.98,9.00,TRUE,FALSE,2.00,23.00,10.22,3.79
44.00,Female,Unemployed,3.86,Facebook,87.00,6.09,4.46,3.82,6.00,9.77,1.27,3.00,FALSE,FALSE,2.00,14.00,21.41,1.86
24.00,Female,Unemployed,0.93,TikTok,59.00,6.48,7.14,6.31,8.00,5.46,0.59,9.00,TRUE,FALSE,0.00,24.00,0.20,6.88
20.00,Female,Finance,2.88,Telegram,58.00,3.78,4.64,3.91,10.00,9.33,1.16,8.00,TRUE,FALSE,0.00,2.00,10.29,3.51
42.00,Female,Student,3.26,Twitter,44.00,3.96,3.27,3.33,9.00,4.59,2.07,1.00,TRUE,FALSE,2.00,20.00,7.27,3.38
50.00,Female,Student,6.56,Twitter,63.00,7.49,7.37,6.35,8.00,7.85,2.22,6.00,FALSE,FALSE,2.00,4.00,4.43,7.26
34.00,Male,IT,0.48,Telegram,63.00,5.20,8.16,8.02,1.00,8.63,1.56,7.00,TRUE,FALSE,4.00,10.00,0.00,7.97
62.00,Female,IT,0.00,Instagram,57.00,6.19,4.80,6.08,8.00,6.69,0.77,1.00,FALSE,FALSE,1.00,28.00,0.00,4.59
31.00,Male,Student,3.60,Instagram,55.00,6.37,8.45,8.04,6.00,3.94,1.49,0.00,TRUE,TRUE,1.00,22.00,12.21,7.28
40.00,Male,Student,3.09,Instagram,73.00,4.07,3.57,2.98,1.00,4.75,1.16,7.00,FALSE,FALSE,1.00,20.00,7.94,4.14
46.00,Male,Education,2.29,Instagram,67.00,7.18,7.73,6.29,1.00,4.73,1.85,1.00,FALSE,FALSE,1.00,6.00,13.74,
55.00,Female,IT,0.79,Twitter,64.00,9.04,8.97,9.85,6.00,4.33,0.30,8.00,TRUE,FALSE,2.00,31.00,20.20,10.00
44.00,Male,Finance,0.00,Instagram,63.00,7.67,2.28,1.95,9.00,5.25,1.28,2.00,TRUE,TRUE,2.00,15.00,25.94,
57.00,Female,Student,1.54,Telegram,55.00,6.52,7.64,6.57,2.00,5.41,1.13,3.00,FALSE,FALSE,1.00,20.00,7.03,6.22
62.00,Male,Finance,9.69,Facebook,80.00,4.39,8.18,7.32,10.00,3.92,0.72,5.00,TRUE,FALSE,4.00,25.00,11.74,5.99
40.00,Male,Education,3.36,TikTok,54.00,7.48,5.37,5.01,2.00,3.74,1.57,7.00,TRUE,TRUE,1.00,0.00,13.85,5.65
48.00,Female,Health,2.36,Twitter,60.00,8.53,8.62,8.07,7.00,4.42,1.28,0.00,FALSE,FALSE,3.00,5.00,7.56,7.37
53.00,Other,Education,3.42,Twitter,69.00,6.91,2.57,3.04,4.00,6.83,0.51,1.00,FALSE,TRUE,0.00,6.00,8.39,1.82
34.00,Male,Student,4.61,Instagram,71.00,5.55,7.46,6.47,10.00,4.99,1.00,6.00,FALSE,FALSE,2.00,18.00,15.17,6.39
20.00,Female,Unemployed,3.23,Instagram,66.00,9.92,4.72,4.44,4.00,7.02,0.56,9.00,TRUE,FALSE,4.00,26.00,5.37,4.82
22.00,Male,Education,7.70,Facebook,62.00,6.19,2.81,3.38,1.00,5.15,0.54,5.00,FALSE,FALSE,1.00,7.00,3.73,4.09
32.00,Male,Finance,0.00,Telegram,61.00,6.07,4.07,4.64,5.00,5.52,0.00,9.00,FALSE,FALSE,2.00,7.00,4.86,4.71
23.00,Female,Finance,0.95,Facebook,64.00,8.46,7.75,7.75,5.00,5.97,0.46,8.00,FALSE,FALSE,1.00,0.00,19.72,
27.00,Female,Student,1.47,Facebook,65.00,8.72,2.63,1.80,5.00,6.84,0.00,4.00,FALSE,TRUE,1.00,5.00,0.00,1.14
65.00,Female,Health,6.52,Facebook,51.00,4.53,6.46,5.10,8.00,7.77,1.30,10.00,FALSE,TRUE,1.00,17.00,14.41,4.92
34.00,Female,Student,2.48,Facebook,54.00,5.17,5.57,5.21,4.00,6.70,1.99,3.00,TRUE,TRUE,1.00,24.00,15.04,3.91
63.00,Female,Education,3.57,Facebook,63.00,11.21,7.41,5.72,4.00,4.93,1.44,1.00,FALSE,FALSE,2.00,24.00,17.47,6.81
37.00,Male,Unemployed,0.00,Instagram,54.00,3.76,4.99,5.13,6.00,4.48,2.04,2.00,FALSE,TRUE,1.00,14.00,11.15,5.23
39.00,Female,Health,4.25,Instagram,70.00,7.17,8.59,7.29,3.00,7.37,1.72,3.00,FALSE,FALSE,1.00,1.00,12.85,7.66
21.00,Male,Student,5.63,Instagram,75.00,7.80,3.59,3.81,6.00,7.46,0.43,9.00,FALSE,FALSE,3.00,29.00,14.12,2.69
40.00,Male,Unemployed,3.58,Facebook,51.00,6.22,7.20,6.15,1.00,4.12,0.95,1.00,FALSE,FALSE,2.00,10.00,9.08,5.63
61.00,Female,Finance,3.97,Twitter,64.00,9.65,2.18,2.88,4.00,6.34,1.31,6.00,TRUE,FALSE,2.00,6.00,17.43,3.82
36.00,Male,Unemployed,0.39,TikTok,64.00,5.56,5.20,4.25,7.00,7.09,0.52,7.00,FALSE,FALSE,1.00,31.00,6.10,5.33
62.00,Female,Education,6.05,Instagram,64.00,7.02,4.96,3.65,6.00,3.88,0.72,5.00,FALSE,FALSE,3.00,6.00,9.16,
48.00,Male,Finance,4.19,Instagram,55.00,7.95,4.22,3.42,1.00,5.86,0.76,9.00,FALSE,FALSE,1.00,8.00,1.79,1.39
61.00,Female,IT,3.41,Telegram,60.00,6.42,3.14,2.68,4.00,6.50,1.59,6.00,FALSE,FALSE,1.00,24.00,12.40,
20.00,Male,Health,0.00,Twitter,67.00,8.24,5.17,4.96,8.00,4.16,1.57,1.00,TRUE,TRUE,0.00,23.00,14.76,4.61
45.00,Female,Education,0.00,TikTok,52.00,9.78,8.48,7.02,2.00,4.06,0.23,6.00,TRUE,FALSE,0.00,26.00,23.21,
20.00,Male,Unemployed,4.04,TikTok,70.00,5.74,4.95,3.86,6.00,7.79,1.00,2.00,FALSE,FALSE,0.00,18.00,17.12,3.60
31.00,Male,IT,0.17,TikTok,66.00,7.30,4.30,3.38,2.00,6.71,1.90,4.00,TRUE,TRUE,3.00,21.00,18.49,2.03
35.00,Male,Student,2.91,TikTok,60.00,8.27,7.61,6.89,8.00,4.59,1.50,8.00,FALSE,FALSE,3.00,20.00,0.00,6.61
27.00,Other,Finance,0.67,Facebook,45.00,5.72,6.95,6.23,10.00,6.18,1.11,7.00,FALSE,FALSE,3.00,4.00,23.47,7.84
36.00,Female,Finance,6.92,TikTok,52.00,6.28,2.85,3.02,3.00,4.21,2.18,10.00,TRUE,FALSE,2.00,17.00,0.16,1.81
26.00,Male,IT,3.22,Telegram,48.00,7.45,3.74,3.86,4.00,6.96,0.67,3.00,FALSE,FALSE,4.00,7.00,2.29,
21.00,Male,Unemployed,2.67,Twitter,46.00,3.40,7.89,6.83,7.00,8.43,0.77,8.00,TRUE,FALSE,3.00,5.00,27.52,6.36
65.00,Male,Student,1.51,TikTok,61.00,12.00,4.92,4.14,8.00,8.16,0.68,8.00,FALSE,FALSE,0.00,17.00,23.42,5.14
18.00,Female,Student,0.00,TikTok,69.00,10.22,4.25,4.00,5.00,4.91,0.62,5.00,TRUE,FALSE,2.00,9.00,21.25,4.72
24.00,Male,IT,5.65,TikTok,59.00,4.54,2.28,1.90,7.00,7.58,1.64,6.00,TRUE,FALSE,2.00,4.00,11.34,0.99
48.00,Female,Student,3.50,Twitter,60.00,5.37,6.22,5.88,7.00,8.47,1.39,8.00,FALSE,FALSE,2.00,26.00,13.95,6.31
35.00,Female,Finance,0.00,Twitter,52.00,6.87,7.26,6.49,7.00,5.19,0.93,1.00,TRUE,FALSE,2.00,17.00,19.68,5.46
47.00,Male,Student,5.95,TikTok,48.00,5.57,8.32,7.50,4.00,6.24,1.48,5.00,FALSE,FALSE,3.00,10.00,15.89,
45.00,Male,Student,0.73,Telegram,45.00,7.94,8.90,8.00,5.00,7.46,1.17,4.00,TRUE,FALSE,2.00,22.00,14.27,7.56
20.00,Female,Health,4.03,Facebook,66.00,4.90,6.18,6.18,2.00,8.44,1.75,8.00,TRUE,FALSE,2.00,20.00,12.11,8.13
60.00,Male,Education,2.24,TikTok,70.00,3.92,5.59,5.20,2.00,8.86,1.32,7.00,FALSE,FALSE,3.00,9.00,11.31,5.30
23.00,Male,Finance,4.72,Twitter,69.00,5.85,5.82,5.33,9.00,7.46,1.36,10.00,FALSE,FALSE,3.00,15.00,20.76,5.52
55.00,Female,Student,17.67,Instagram,54.00,3.24,2.46,2.52,9.00,7.83,1.83,2.00,TRUE,FALSE,0.00,4.00,22.57,
32.00,Female,Education,0.37,Telegram,57.00,7.80,3.15,2.51,3.00,6.07,0.40,2.00,FALSE,TRUE,0.00,14.00,7.74,2.97
60.00,Male,Education,2.11,Telegram,51.00,8.61,5.81,4.77,9.00,4.02,,6.00,TRUE,FALSE,3.00,26.00,12.84,5.63
44.00,Female,Health,4.25,TikTok,62.00,4.49,6.73,6.74,10.00,6.88,1.35,4.00,FALSE,FALSE,0.00,10.00,0.00,6.08
35.00,Male,Finance,1.09,Instagram,77.00,9.60,4.90,4.88,7.00,6.04,2.53,7.00,FALSE,FALSE,2.00,11.00,13.86,
43.00,Female,Health,1.67,Instagram,61.00,2.66,5.41,5.08,5.00,5.24,0.30,9.00,FALSE,FALSE,2.00,19.00,21.14,4.86
44.00,Female,Unemployed,2.40,Instagram,63.00,8.81,2.47,1.92,1.00,8.03,2.57,8.00,FALSE,TRUE,4.00,5.00,23.85,1.45
57.00,Male,Unemployed,2.72,Telegram,79.00,6.67,2.51,2.30,5.00,6.30,1.95,7.00,TRUE,FALSE,3.00,1.00,4.55,1.58
41.00,Female,Student,0.00,TikTok,54.00,6.58,4.54,4.17,1.00,5.79,1.11,6.00,FALSE,TRUE,1.00,7.00,3.47,3.65
25.00,Female,Student,0.47,TikTok,54.00,9.59,2.81,2.54,1.00,7.04,1.44,10.00,FALSE,TRUE,3.00,18.00,3.74,2.71
38.00,Male,Health,3.05,Twitter,69.00,10.16,2.23,2.07,7.00,7.74,1.54,5.00,FALSE,TRUE,3.00,25.00,0.00,0.46
46.00,Male,Student,3.42,Instagram,59.00,6.57,5.30,4.77,2.00,9.11,1.10,10.00,FALSE,FALSE,3.00,16.00,1.03,3.18
38.00,Female,Education,1.59,Facebook,55.00,4.64,4.05,3.93,5.00,7.49,0.96,7.00,FALSE,FALSE,0.00,12.00,14.35,5.42
20.00,Male,Education,3.04,TikTok,53.00,6.98,7.69,7.21,10.00,7.32,0.47,2.00,FALSE,FALSE,2.00,13.00,0.00,8.29
48.00,Female,Education,1.54,Facebook,55.00,6.27,2.18,3.15,9.00,4.31,0.82,5.00,TRUE,FALSE,2.00,12.00,4.90,1.39
44.00,Female,Unemployed,3.14,Twitter,59.00,6.32,7.60,6.09,3.00,8.07,1.67,6.00,FALSE,FALSE,3.00,10.00,15.08,4.95
63.00,Female,Health,7.30,Facebook,66.00,2.95,5.28,4.87,7.00,10.00,0.89,10.00,TRUE,FALSE,2.00,21.00,3.48,4.19
44.00,Male,Unemployed,4.78,Instagram,57.00,7.68,6.13,4.89,3.00,4.55,1.71,3.00,TRUE,FALSE,1.00,0.00,0.00,6.41
50.00,Female,IT,1.32,Telegram,64.00,8.66,4.53,3.80,6.00,4.53,,7.00,TRUE,TRUE,0.00,7.00,8.70,3.70
50.00,Female,Unemployed,0.73,Facebook,76.00,6.86,5.52,5.46,5.00,8.04,0.91,5.00,FALSE,FALSE,1.00,24.00,15.77,5.48
45.00,Female,Student,3.67,Facebook,42.00,4.80,3.21,3.48,6.00,6.44,1.89,8.00,FALSE,FALSE,1.00,11.00,24.73,3.37
61.00,Female,Unemployed,0.00,Twitter,54.00,10.58,6.48,6.05,9.00,7.21,0.90,9.00,FALSE,FALSE,2.00,6.00,4.12,5.84
60.00,Female,Health,4.63,TikTok,53.00,8.57,2.70,2.41,5.00,6.97,0.15,4.00,FALSE,FALSE,2.00,31.00,16.54,2.66
18.00,Female,Finance,5.24,Instagram,62.00,7.48,7.19,6.98,2.00,8.99,1.05,9.00,TRUE,TRUE,5.00,10.00,3.68,6.14
37.00,Male,Unemployed,0.00,Instagram,62.00,6.82,2.51,1.33,4.00,8.32,1.41,10.00,FALSE,TRUE,4.00,9.00,6.03,0.00
29.00,Male,Finance,2.11,Twitter,51.00,5.87,2.76,2.19,4.00,9.60,1.52,1.00,FALSE,FALSE,3.00,13.00,13.35,2.34
34.00,Male,Finance,4.44,Telegram,64.00,8.02,7.60,6.89,6.00,7.68,1.31,2.00,TRUE,FALSE,3.00,30.00,0.24,7.85
32.00,Male,IT,1.66,Telegram,55.00,6.77,6.67,6.42,6.00,8.76,1.14,1.00,TRUE,FALSE,1.00,0.00,14.99,6.19
63.00,Female,Education,0.00,Telegram,54.00,10.05,3.41,4.23,9.00,9.55,1.77,1.00,TRUE,FALSE,2.00,24.00,4.52,4.81
42.00,Female,Student,12.18,Facebook,71.00,9.67,5.68,5.37,2.00,6.30,1.86,2.00,TRUE,FALSE,2.00,8.00,0.00,4.34
32.00,Male,Finance,1.84,TikTok,59.00,8.13,3.80,3.16,6.00,8.64,1.29,9.00,FALSE,TRUE,1.00,30.00,12.89,1.67
45.00,Female,Finance,6.91,TikTok,51.00,6.88,6.49,6.80,10.00,7.10,0.90,2.00,FALSE,TRUE,0.00,1.00,14.15,6.43
26.00,Male,Finance,1.26,Instagram,52.00,8.52,2.71,2.49,6.00,7.97,0.44,8.00,FALSE,FALSE,3.00,21.00,7.98,2.76
19.00,Male,Health,1.49,Telegram,66.00,7.50,2.89,2.62,10.00,6.18,2.12,1.00,FALSE,FALSE,1.00,14.00,3.43,1.83
34.00,Male,Education,2.37,Facebook,64.00,9.03,3.54,3.74,9.00,6.02,0.97,1.00,FALSE,TRUE,3.00,5.00,16.12,3.72
27.00,Female,Student,4.77,Telegram,58.00,7.18,6.47,5.87,7.00,6.32,0.11,4.00,FALSE,FALSE,4.00,18.00,0.00,5.32
19.00,Female,Unemployed,3.88,Twitter,57.00,7.89,4.82,4.56,9.00,7.17,0.35,2.00,FALSE,FALSE,3.00,24.00,0.00,4.32
41.00,Male,Health,1.93,TikTok,72.00,7.60,2.22,1.17,8.00,5.40,2.06,2.00,FALSE,FALSE,1.00,25.00,3.76,
34.00,Female,Unemployed,2.41,Facebook,59.00,7.73,8.98,8.61,8.00,6.13,0.43,9.00,FALSE,TRUE,1.00,16.00,12.35,9.33
60.00,Male,Unemployed,1.36,Twitter,54.00,6.14,3.05,1.64,9.00,7.24,0.21,7.00,FALSE,FALSE,1.00,6.00,5.09,2.73
27.00,Female,Finance,2.90,Twitter,64.00,5.85,7.28,6.98,2.00,8.14,1.17,7.00,TRUE,FALSE,1.00,11.00,2.92,7.68
45.00,Female,Finance,5.53,Twitter,70.00,5.54,8.15,7.56,1.00,5.13,1.33,9.00,FALSE,FALSE,1.00,31.00,0.00,5.71
55.00,Male,Finance,2.42,Facebook,65.00,6.61,2.95,1.54,9.00,6.03,0.97,10.00,FALSE,TRUE,0.00,27.00,0.00,2.22
18.00,Female,Finance,4.58,Instagram,53.00,8.26,2.07,2.75,9.00,6.92,0.00,5.00,TRUE,FALSE,6.00,21.00,13.42,
20.00,Male,Unemployed,0.00,Facebook,71.00,10.46,7.36,6.37,8.00,7.65,0.86,4.00,FALSE,FALSE,2.00,29.00,5.74,7.00
32.00,Male,Education,3.87,Facebook,63.00,5.59,4.33,4.60,10.00,7.23,0.06,3.00,FALSE,FALSE,0.00,24.00,3.22,3.87
27.00,Female,Student,2.71,Twitter,65.00,7.26,5.17,4.81,4.00,6.56,0.47,5.00,FALSE,FALSE,2.00,7.00,4.50,3.27
54.00,Female,Student,3.37,Telegram,64.00,2.65,6.76,4.87,8.00,8.03,0.36,9.00,TRUE,FALSE,1.00,24.00,0.00,5.59
40.00,Female,IT,4.38,Twitter,52.00,10.49,8.77,7.44,5.00,6.71,0.79,7.00,FALSE,FALSE,4.00,5.00,18.33,5.26
32.00,Female,Student,2.79,Instagram,65.00,5.47,7.20,6.92,10.00,8.04,0.87,10.00,FALSE,FALSE,1.00,5.00,7.47,5.94
27.00,Male,Health,5.12,TikTok,65.00,6.33,8.61,7.56,3.00,3.35,1.93,7.00,FALSE,FALSE,5.00,3.00,4.33,7.17
56.00,Female,Student,6.64,Instagram,48.00,10.09,8.77,8.60,9.00,8.17,0.63,0.00,TRUE,FALSE,6.00,2.00,10.91,10.00
42.00,Female,Health,3.27,Telegram,65.00,4.66,6.73,5.08,8.00,5.45,2.13,5.00,TRUE,TRUE,2.00,6.00,11.87,3.33
59.00,Male,Student,4.96,TikTok,59.00,6.38,4.66,3.44,6.00,8.36,0.63,0.00,FALSE,FALSE,2.00,20.00,20.91,3.94
25.00,Male,Finance,0.00,TikTok,62.00,10.23,5.63,4.66,1.00,6.89,1.90,4.00,FALSE,FALSE,2.00,1.00,4.94,
42.00,Female,Health,5.90,Telegram,64.00,11.19,2.35,2.16,7.00,7.81,0.53,7.00,FALSE,FALSE,0.00,14.00,11.69,2.23
29.00,Female,Education,5.07,Instagram,49.00,8.58,2.88,1.73,2.00,6.46,1.67,3.00,TRUE,FALSE,4.00,28.00,0.00,1.62
27.00,Male,Student,3.54,Facebook,65.00,8.53,3.98,2.79,5.00,5.05,0.33,3.00,FALSE,FALSE,2.00,31.00,10.63,2.30
27.00,Male,Health,2.60,Facebook,64.00,6.91,5.44,4.79,5.00,6.69,3.00,0.00,FALSE,FALSE,2.00,27.00,9.40,
43.00,Male,Education,6.73,Telegram,56.00,7.53,2.41,2.80,1.00,8.90,0.00,2.00,TRUE,TRUE,3.00,14.00,20.06,2.84
52.00,Male,IT,2.75,TikTok,53.00,8.75,6.84,5.87,10.00,7.79,1.15,9.00,FALSE,FALSE,4.00,5.00,17.06,5.80
48.00,Male,Unemployed,6.01,Twitter,44.00,9.05,3.43,3.12,7.00,6.10,0.00,7.00,FALSE,TRUE,0.00,0.00,12.17,3.40
36.00,Female,IT,2.32,Instagram,68.00,8.13,7.45,6.77,7.00,8.98,0.48,6.00,FALSE,FALSE,2.00,6.00,6.18,6.05
55.00,Male,Finance,2.05,Telegram,74.00,12.00,2.15,1.88,7.00,5.18,0.87,3.00,FALSE,FALSE,3.00,29.00,1.53,2.84
23.00,Male,Student,3.38,Twitter,63.00,8.67,6.52,5.79,5.00,7.68,0.00,8.00,FALSE,FALSE,3.00,14.00,5.57,7.43
32.00,Male,Unemployed,6.21,Instagram,51.00,8.05,6.97,6.60,9.00,6.65,0.07,0.00,TRUE,FALSE,0.00,9.00,8.97,5.42
46.00,Female,Education,3.54,Telegram,52.00,7.78,8.77,8.14,8.00,9.92,1.41,5.00,FALSE,FALSE,5.00,13.00,25.54,9.47
64.00,Female,Finance,3.53,Twitter,50.00,6.78,8.92,8.63,8.00,6.33,0.15,10.00,FALSE,FALSE,1.00,31.00,10.43,8.00
62.00,Female,Health,1.93,Facebook,52.00,4.52,5.60,5.01,7.00,4.63,0.00,10.00,FALSE,FALSE,2.00,13.00,0.00,4.63
19.00,Female,Unemployed,3.81,Twitter,50.00,6.85,8.15,7.98,9.00,6.66,1.21,8.00,FALSE,FALSE,2.00,8.00,13.81,
61.00,Male,Student,0.88,Twitter,53.00,5.31,7.94,6.87,3.00,4.53,1.29,3.00,FALSE,FALSE,0.00,6.00,15.36,
63.00,Other,Health,1.59,Instagram,59.00,10.88,2.63,1.92,9.00,6.03,1.90,6.00,FALSE,TRUE,1.00,30.00,12.20,2.78
